a,b,aggr
393,137,550
544,53,164
388,220,86
594,62,316
717,95,272
450,120,831
443,121,1039
814,148,263
429,89,497
213,129,140
496,142,780
747,52,158
451,161,711
506,85,476
615,86,305
546,172,352
770,104,295
597,131,1247
526,126,635
354,196,101
140,194,39
355,156,462
353,192,195
307,112,633
755,149,86
470,109,755
410,143,425
392,212,55
432,193,252
260,196,144
416,172,349
534,166,633
606,179,565
304,124,434
702,139,405
569,148,756
161,159,94
500,133,661
671,174,286
576,149,808
771,125,438
487,188,141
480,81,680
460,137,863
654,115,725
489,127,899
671,92,355
828,69,94
457,156,770
556,185,187
821,122,145
575,74,352
600,132,930
550,122,1189
666,178,454
702,95,189
458,105,724
765,216,25
754,194,154
610,191,132
308,173,214
499,148,619
440,140,790
552,132,980
358,85,369
478,65,220
620,140,742
328,137,365
658,114,663
469,130,1426
599,101,676
452,141,1038
668,72,179
494,123,714
829,141,234
531,105,809
663,118,504
571,201,287
758,95,169
675,161,264
382,102,462
488,111,1246
682,104,519
470,160,497
732,106,334
719,93,216
638,184,251
519,104,926
241,110,199
293,33,37
558,119,653
280,74,118
744,185,86
328,115,376
860,131,146
463,129,627
176,62,39
416,109,787
629,201,300
456,126,637
496,115,937
319,99,289
878,140,85
448,186,162
634,133,525
198,147,236
324,29,51
604,82,452
339,109,403
392,144,530
693,151,361
356,136,691
754,155,306
409,171,324
536,177,345
167,193,64
416,101,503
740,159,219
412,109,694
505,155,493
412,60,272
563,202,117
301,195,36
64,105,53
709,234,31
625,111,445
595,184,373
510,127,1031
874,125,65
500,170,742
757,160,351
578,123,886
522,253,81
992,121,50
561,169,783
488,3,21
480,149,829
327,137,489
726,121,421
557,144,910
361,140,405
572,131,699
397,133,737
694,158,440
834,85,172
655,184,180
843,138,189
387,163,229
570,115,817
338,155,759
137,62,59
478,92,500
541,137,969
504,147,1026
191,203,20
443,93,613
330,129,335
379,158,513
579,133,952
348,128,620
156,196,104
98,97,35
383,139,606
747,123,342
521,70,388
540,147,772
645,89,503
336,78,126
556,207,163
491,150,768
333,178,308
373,58,152
926,126,43
-17,110,36
401,140,538
619,65,294
655,115,544
472,107,732
432,109,704
937,8,36
513,95,667
691,52,98
654,142,510
602,106,840
465,93,1016
384,238,64
421,134,493
726,128,407
872,142,52
575,96,444
653,70,195
431,207,296
438,144,733
328,82,225
709,114,443
551,94,652
532,49,120
296,105,323
555,113,1071
545,173,707
410,138,722
437,168,600
593,68,436
465,133,589
556,167,409
276,162,299
738,74,201
496,147,834
456,165,593
613,130,653
557,195,353
936,68,91
714,94,171
422,99,543
258,175,76
377,108,701
377,117,566
625,95,571
856,197,78
639,87,283
593,166,484
387,122,599
414,161,502
634,196,178
530,239,43
321,131,467
718,91,363
235,168,175
595,145,709
421,114,666
441,107,951
411,200,159
597,116,919
508,141,798
423,151,755
633,109,533
546,160,382
580,85,409
802,66,150
220,128,114
464,138,979
679,193,139
439,151,694
252,117,341
217,14,35
504,121,725
192,64,89
381,69,273
491,24,113
285,104,408
317,28,116
680,112,371
444,74,490
574,204,141
230,164,332
659,172,469
689,137,412
485,151,1074
374,144,509
744,175,201
652,111,550
432,94,710
695,128,570
425,119,609
313,156,560
543,196,318
699,200,38
602,179,477
529,146,603
425,130,875
354,98,514
505,154,439
309,105,641
545,158,675
335,166,380
194,78,90
438,117,889
313,181,220
794,122,259
681,118,448
420,87,294
647,113,679
459,84,361
705,168,357
842,162,150
309,171,257
300,120,464
400,109,607
207,145,147
703,161,565
843,140,179
339,151,448
397,76,472
641,121,840
495,130,831
523,75,426
750,81,79
295,112,394
676,125,664
422,118,500
390,152,249
450,132,841
575,119,923
535,103,995
763,135,350
185,91,88
394,145,910
609,137,475
489,138,1127
525,148,850
730,162,311
303,80,128
493,147,712
539,183,319
450,100,853
868,158,124
757,149,226
963,131,54
608,173,691
802,54,106
614,115,454
496,106,868
720,127,687
601,147,722
478,188,504
469,116,1202
782,143,224
392,175,429
241,145,234
506,138,945
457,151,726
769,79,215
609,129,735
530,67,278
450,93,379
357,178,363
375,71,385
586,73,330
521,100,622
540,58,212
722,168,334
838,146,123
504,146,702
708,78,536
444,130,623
718,115,487
437,119,519
305,101,168
540,168,582
568,167,340
316,124,509
572,146,812
427,198,184
649,74,200
655,275,55
848,165,68
589,111,823
740,132,293
476,192,270
751,175,67
242,111,329
361,75,301
854,99,89
670,165,447
750,143,348
489,168,676
815,101,112
436,149,885
442,113,861
773,183,240
386,111,756
345,170,578
537,79,490
474,141,1032
501,52,236
484,151,632
510,86,459
361,153,465
570,82,410
565,122,673
777,168,220
587,150,686
478,70,183
419,162,426
512,95,916
374,142,461
724,163,252
638,77,351
480,187,392
887,181,169
591,136,938
406,107,568
260,154,385
808,80,148
568,135,813
597,78,392
453,167,826
725,141,645
133,46,26
511,61,339
207,109,208
887,189,63
652,190,110
593,83,316
802,106,136
623,172,684
713,63,140
632,140,613
342,123,654
322,103,574
782,100,285
918,179,62
629,48,26
684,144,620
663,168,539
239,63,63
613,146,878
635,101,787
423,184,499
490,4,112
893,57,32
786,168,162
513,125,696
640,64,85
595,217,88
477,185,250
493,150,1027
136,216,50
581,126,805
97,135,131
749,149,468
270,94,344
292,176,181
507,166,647
327,127,377
426,182,414
528,136,1285
475,138,526
598,125,664
512,71,471
448,148,664
341,104,634
584,184,574
476,141,958
458,164,415
364,109,567
515,143,584
355,232,40
650,179,469
583,151,819
831,126,69
554,126,912
130,158,27
409,83,241
482,96,538
464,97,684
652,131,530
306,94,495
376,201,193
494,97,816
383,71,373
429,45,128
331,112,692
544,116,855
561,99,1010
590,81,420
622,68,149
794,120,341
560,153,441
603,189,265
280,137,227
570,158,689
564,117,718
683,129,445
620,139,587
353,100,595
124,104,114
708,72,60
589,169,507
424,200,242
302,140,321
707,81,112
589,136,703
427,128,617
739,11,34
598,192,83
654,118,606
746,121,198
311,98,508
742,87,403
439,83,449
434,137,513
512,243,74
353,116,587
364,96,375
218,92,221
472,172,368
435,105,816
560,106,854
577,156,640
441,38,76
566,150,449
600,118,816
370,105,641
435,106,722
339,123,501
490,168,720
677,131,495
261,105,231
791,52,76
603,116,834
520,52,203
541,59,400
401,177,407
664,89,319
771,124,277
534,157,858
363,134,246
757,159,192
703,73,222
256,122,236
712,117,229
692,168,323
821,93,82
295,65,163
633,154,517
677,78,338
619,128,883
466,109,511
608,157,625
413,113,365
35,139,51
736,58,92
503,212,114
467,104,761
662,147,271
779,110,177
151,211,66
263,125,201
361,128,656
666,127,767
447,180,111
619,129,578
838,131,197
264,80,133
635,174,461
581,99,650
375,132,861
665,78,210
328,182,301
636,114,452
546,202,254
-198,37,26
683,95,283
583,48,164
67,93,43
624,121,555
461,55,218
599,125,864
262,119,44
176,157,27
381,149,643
372,181,309
508,43,199
745,39,56
279,141,173
509,174,306
475,158,719
452,142,838
695,164,374
560,82,481
761,162,431
377,112,573
356,138,547
413,121,483
624,91,783
494,171,564
277,102,470
163,32,33
501,146,767
331,94,489
812,157,191
485,168,719
400,173,205
278,61,100
676,91,240
319,153,267
538,109,485
804,198,32
583,126,777
342,147,460
439,156,984
453,157,814
329,91,473
639,135,677
534,173,477
241,98,229
551,104,780
513,171,375
627,89,294
409,115,501
474,102,561
323,103,344
591,108,813
226,161,195
637,163,492
346,128,526
415,182,141
453,111,817
443,119,1059
481,209,301
506,129,888
176,165,130
418,108,465
552,80,526
474,52,222
579,109,721
458,173,496
325,131,513
480,153,648
480,106,654
403,-3,55
370,140,592
459,184,337
298,122,293
172,156,79
481,102,655
303,122,333
490,262,33
478,78,368
564,130,1089
648,108,530
342,102,316
392,101,788
561,173,294
739,124,230
241,135,341
445,83,577
346,88,474
130,57,42
737,49,117
491,251,80
457,112,972
628,57,186
634,175,384
697,143,184
630,115,499
462,204,222
479,72,249
557,165,793
426,140,669
526,105,584
662,146,519
642,99,585
564,141,779
455,134,1102
468,182,392
773,103,107
537,57,172
397,173,303
414,124,1146
352,42,128
421,155,479
627,127,786
368,71,185
429,167,576
724,209,220
310,97,431
415,111,784
609,118,927
721,119,339
692,60,319
703,203,71
676,93,349
863,138,119
340,128,525
306,114,736
493,43,278
877,166,179
664,200,198
522,160,819
270,89,107
430,82,484
712,149,423
401,210,151
751,126,287
383,64,174
602,76,382
157,147,41
365,115,665
559,78,542
731,137,491
237,135,267
455,106,744
262,171,199
608,99,715
953,173,34
472,71,516
407,146,581
428,184,364
751,166,157
36,121,30
639,140,831
354,137,458
626,92,477
382,213,134
293,118,318
461,185,342
732,108,231
663,116,629
414,90,501
545,118,921
747,102,350
270,153,253
638,160,474
330,130,454
393,89,210
498,163,468
373,186,161
696,161,524
330,166,436
348,83,336
557,169,424
552,146,835
472,182,495
525,149,910
699,162,288
464,86,348
358,130,531
630,78,310
387,144,772
513,99,1066
414,105,533
641,232,106
944,152,141
534,95,654
491,71,504
277,149,436
370,110,427
782,89,169
-25,39,18
159,101,222
173,106,75
629,133,594
302,101,415
562,72,289
225,109,96
736,105,565
433,89,488
642,115,737
359,139,492
704,161,353
327,75,188
679,129,572
508,112,1008
539,87,606
689,33,25
605,189,301
724,146,310
400,131,815
368,99,456
890,188,54
472,117,897
211,153,159
850,120,82
728,185,95
398,120,825
153,132,26
382,62,127
168,176,117
354,181,278
485,187,528
749,68,67
910,120,84
372,160,276
64,136,127
753,118,435
285,122,271
542,89,669
656,117,523
470,141,908
884,63,46
602,94,584
162,148,107
214,89,218
349,142,397
580,167,503
234,114,412
505,126,597
439,166,443
563,152,844
415,234,157
279,86,154
427,118,680
422,175,302
461,107,664
846,117,263
490,95,624
630,77,388
475,57,198
369,92,293
681,104,541
371,90,566
467,80,342
599,132,991
354,103,439
629,97,679
512,145,977
364,38,108
550,125,1103
625,216,189
417,103,472
654,126,518
809,110,250
438,130,628
639,115,561
832,74,95
632,163,538
124,126,152
486,75,448
429,176,295
206,116,335
789,55,89
438,118,733
327,92,339
515,134,847
358,173,412
483,137,731
514,75,401
432,169,552
268,123,410
469,160,500
328,210,90
748,119,408
471,50,152
453,95,395
466,117,1007
616,116,702
365,109,785
492,109,892
372,118,439
440,130,889
377,75,115
408,92,460
390,189,257
431,122,859
198,200,117
693,111,379
570,79,727
244,99,339
823,115,188
770,119,486
364,102,424
403,149,452
749,152,167
118,169,148
678,66,161
465,148,804
584,43,49
602,70,321
364,104,575
452,39,94
547,119,825
401,109,939
618,103,480
598,131,856
251,200,83
238,134,396
476,180,580
326,102,255
264,109,281
710,178,171
473,202,86
678,192,94
559,122,883
574,133,802
829,84,68
817,203,44
344,142,834
428,143,489
470,105,702
295,97,440
216,136,328
591,55,156
704,163,323
346,99,370
183,115,131
198,55,85
441,131,558
736,53,153
394,169,288
481,157,753
259,45,99
450,106,621
590,133,722
753,209,108
742,234,39
61,185,64
292,98,387
623,105,414
378,65,105
330,155,544
495,100,1127
725,76,193
454,194,186
676,120,497
363,155,641
579,120,439
596,136,1041
600,170,313
320,100,342
638,78,155
543,85,433
424,105,779
730,244,37
478,122,929
657,74,309
555,154,737
462,152,930
489,161,454
627,143,730
686,109,421
582,131,675
502,145,958
545,135,819
518,189,280
324,179,323
267,124,237
626,150,540
449,131,989
428,95,632
253,168,182
475,168,492
676,106,479
517,160,1105
751,179,202
339,112,279
365,161,685
405,154,617
516,211,270
352,99,559
877,195,89
539,130,709
806,93,80
608,162,700
731,8,26
630,112,717
517,164,480
396,147,787
662,143,315
564,95,453
414,49,50
193,107,151
313,163,315
467,100,667
494,100,857
382,159,312
354,140,471
678,137,452
397,103,532
685,217,63
501,135,871
313,107,520
601,124,588
725,132,410
660,125,780
519,105,1083
386,202,122
284,137,389
455,175,566
635,41,112
730,179,281
300,105,392
511,125,474
360,110,714
184,60,48
444,124,829
643,99,624
390,132,580
74,117,57
482,94,410
545,137,910
245,199,14
746,162,251
634,115,559
448,134,1021
309,103,278
888,137,88
603,146,600
359,65,214
757,151,258
418,107,839
475,145,379
382,137,659
548,60,124
489,183,376
533,143,582
688,98,443
394,128,456
385,183,289
746,135,316
501,133,1054
399,118,1086
330,238,50
638,178,234
460,145,604
424,198,197
181,101,159
307,75,202
535,152,489
464,125,1040
862,69,59
467,122,918
573,123,936
373,103,558
495,209,118
330,153,395
1003,126,57
479,80,382
624,130,893
584,99,590
130,197,23
732,93,318
583,164,635
572,211,120
467,136,799
635,173,583
541,103,825
507,82,454
787,110,175
709,136,586
720,198,38
364,59,224
671,125,806
798,128,253
497,81,458
208,96,168
654,209,72
617,122,422
619,137,679
797,88,107
527,187,268
624,230,35
442,78,540
385,132,564
453,94,685
547,146,535
506,110,755
663,96,384
386,150,569
386,160,599
589,187,309
460,152,625
373,178,423
481,74,402
505,108,429
580,76,468
468,183,481
635,68,330
529,185,535
562,165,510
749,181,134
179,139,177
433,213,94
345,134,377
185,180,47
694,151,185
507,81,566
719,89,314
822,95,127
704,76,242
597,141,787
776,134,118
557,96,698
490,76,441
965,109,27
410,73,217
689,123,462
582,28,27
497,107,860
765,106,203
687,170,326
161,212,66
467,135,744
768,168,337
274,125,382
372,164,505
450,69,419
179,118,108
369,100,341
637,112,448
587,108,400
571,119,1065
637,176,615
530,108,916
471,126,864
437,142,515
194,130,220
590,90,471
411,97,487
286,154,172
734,156,426
368,125,689
667,152,676
528,187,211
596,43,280
711,190,197
802,115,100
743,105,390
317,89,454
543,166,487
516,32,138
466,74,425
666,100,321
395,141,717
733,117,697
588,239,41
365,212,138
390,173,293
468,119,959
563,213,49
481,141,739
511,156,602
571,168,321
532,164,470
452,100,971
418,86,538
237,193,77
372,162,469
724,52,107
619,36,95
634,120,782
578,224,84
575,72,227
539,123,787
507,148,1108
450,98,767
491,133,906
708,97,376
458,121,702
638,104,807
522,172,657
662,133,575
505,200,248
435,138,598
541,190,176
861,83,140
468,87,861
666,130,732
529,130,831
719,125,285
650,282,53
719,36,80
341,168,559
480,174,406
524,120,895
195,120,195
533,164,530
314,53,243
492,66,484
369,60,155
465,132,577
487,131,1022
594,163,653
346,120,746
480,155,820
259,40,150
641,118,1126
716,130,550
606,73,629
667,141,505
461,94,705
545,94,270
698,96,450
590,191,231
545,133,624
410,126,905
363,29,59
451,120,784
148,154,59
646,160,457
474,149,830
376,188,270
387,127,736
480,162,429
258,117,91
393,173,336
225,114,284
1013,97,43
626,110,510
436,131,610
799,123,306
231,75,267
700,165,460
710,115,511
393,86,368
575,158,720
911,110,79
444,128,822
509,108,995
550,189,413
383,170,278
594,150,540
507,118,470
327,131,212
368,137,630
219,97,155
589,175,343
339,160,583
84,166,81
461,108,600
224,94,112
411,124,983
432,116,455
340,152,418
556,95,646
272,136,383
261,205,147
478,179,383
646,172,363
184,134,202
194,146,145
703,39,30
386,188,269
715,153,317
738,111,443
297,144,233
589,158,388
666,78,297
573,71,364
772,165,138
383,94,432
382,129,781
389,108,390
572,162,822
621,109,488
817,147,130
772,172,192
503,132,881
633,140,488
278,161,240
420,218,170
519,98,748
758,114,424
596,39,64
359,96,814
580,166,477
564,153,589
251,118,405
547,101,695
296,101,330
580,78,297
499,139,1021
232,176,139
472,95,968
115,211,52
553,120,841
401,132,441
450,142,666
691,252,25
462,222,202
346,113,491
300,107,185
508,163,456
528,194,134
571,120,873
321,122,447
655,134,735
456,59,211
678,103,219
503,88,425
348,117,391
842,147,76
735,136,490
942,121,32
629,180,370
646,129,473
519,203,272
392,90,546
691,57,91
525,124,918
502,116,713
409,57,197
146,90,82
682,58,188
625,142,850
432,194,197
325,141,548
672,140,434
478,96,772
301,116,203
375,201,126
307,63,215
329,77,206
487,94,741
494,56,260
355,116,179
625,77,384
406,98,629
226,179,136
652,45,162
527,117,754
484,149,1214
410,97,525
775,166,214
523,147,976
281,145,526
634,97,597
504,54,198
733,204,84
727,109,287
909,101,40
448,115,422
591,85,542
526,84,533
385,162,471
479,97,771
367,181,168
850,175,89
405,114,729
738,137,517
177,146,172
440,37,134
427,203,155
504,143,679
413,106,770
605,81,400
551,111,987
-63,119,40
697,169,529
186,185,25
639,149,377
755,196,105
526,165,602
587,149,737
539,158,893
586,168,397
523,127,558
559,86,383
598,111,569
381,155,327
416,102,483
642,196,118
430,119,440
505,137,858
729,142,495
355,98,356
343,124,768
350,126,674
597,136,798
230,72,125
326,98,153
413,152,554
440,-19,34
536,146,947
622,177,625
391,83,422
650,85,682
534,109,754
651,192,432
601,109,660
479,126,665
465,95,662
461,103,814
402,106,506
543,232,23
474,169,562
718,134,362
214,103,212
664,129,835
628,87,528
668,109,423
540,153,770
344,116,442
558,63,432
532,167,416
397,131,602
529,98,859
626,167,344
-94,167,38
651,101,681
556,154,609
357,90,689
524,111,877
430,172,594
386,120,570
494,114,1021
762,202,119
450,200,139
137,164,55
423,101,574
848,114,126
630,113,645
910,161,75
399,126,402
545,86,462
566,30,199
371,92,865
444,93,987
572,143,407
680,138,682
273,116,533
883,92,42
337,56,320
510,37,124
554,100,488
702,88,500
599,153,685
648,217,112
613,94,555
518,83,504
775,163,196
176,141,179
296,128,274
713,18,88
392,95,483
640,65,242
584,143,707
713,75,123
303,91,289
788,112,210
401,72,311
69,147,52
544,103,720
435,123,925
528,145,784
684,22,97
410,125,517
234,92,263
658,89,525
346,146,569
615,118,805
357,123,498
449,89,713
410,117,994
715,164,116
487,105,702
515,76,406
425,51,211
296,91,323
547,57,226
825,145,205
842,122,238
619,177,379
430,81,582
676,130,327
380,135,509
228,190,34
333,174,448
681,166,495
554,207,21
701,138,370
274,213,26
554,106,738
480,101,710
334,132,353
730,158,277
344,177,457
325,209,293
509,130,970
379,186,376
520,149,754
740,196,108
718,154,453
510,111,847
387,161,341
533,172,518
641,107,597
379,128,419
232,42,73
711,228,109
408,168,549
334,145,249
607,144,537
412,171,491
563,87,414
309,124,347
279,148,307
461,195,129
538,104,848
356,190,220
451,164,624
352,125,581
615,34,62
521,107,846
489,153,822
646,177,310
475,89,750
741,212,117
315,99,285
875,189,15
736,167,196
391,176,623
248,133,267
430,135,746
332,179,229
338,146,700
783,148,395
225,160,102
696,117,571
296,94,295
671,150,393
490,94,659
525,145,783
232,164,148
519,133,732
594,112,910
528,146,544
601,101,747
711,136,320
656,136,590
767,102,318
421,228,24
354,133,456
759,192,169
493,113,848
470,68,286
426,126,851
922,105,160
244,156,255
745,191,125
321,146,231
200,178,409
388,122,607
868,102,117
391,131,453
846,145,272
647,155,520
624,204,75
438,170,638
610,189,253
483,111,702
296,142,338
629,113,705
567,147,523
454,233,27
637,65,243
520,123,797
275,183,251
496,121,918
305,165,106
303,152,309
842,106,129
517,96,742
363,118,1000
842,44,60
320,157,302
432,107,541
400,119,658
519,146,723
649,148,555
686,154,456
517,155,380
811,44,89
214,130,179
321,86,361
264,154,308
794,59,71
521,115,911
410,144,694
698,168,166
724,84,225
628,79,387
486,218,99
141,140,90
372,163,780
383,156,433
392,119,642
756,107,351
518,163,527
631,132,706
397,106,520
497,116,559
445,103,723
266,124,368
509,158,827
496,138,1057
503,137,828
424,41,116
402,67,111
734,11,25
368,89,253
265,162,111
532,124,810
382,56,166
616,192,176
635,119,818
231,127,163
566,96,313
626,185,344
688,118,339
576,176,387
492,172,535
565,167,663
595,159,796
457,184,471
608,136,633
496,129,763
978,175,62
631,80,457
521,56,47
296,121,407
509,80,576
702,112,395
308,81,244
593,108,800
648,140,667
437,204,220
606,105,751
338,122,569
535,160,972
501,119,881
716,137,502
497,203,165
360,156,505
325,106,683
563,208,138
480,61,206
567,146,637
572,106,726
513,145,826
631,121,826
480,123,810
409,70,311
601,148,632
532,68,522
590,79,423
406,151,613
433,97,511
352,141,515
444,159,537
709,111,434
587,64,185
536,110,953
704,56,150
518,82,504
352,85,242
307,134,374
729,111,287
515,114,1094
858,155,175
424,147,461
562,148,699
535,173,369
300,142,570
430,194,289
731,131,471
593,128,1245
594,129,862
532,97,909
601,51,173
417,161,749
651,104,347
789,160,31
392,140,1048
658,175,430
765,144,335
461,177,262
580,137,877
329,102,333
716,99,501
817,166,147
425,140,566
469,132,525
540,145,715
684,126,727
560,120,956
668,81,395
685,130,600
530,62,273
411,150,437
327,133,528
759,166,193
714,163,525
657,107,777
399,106,711
365,99,417
587,141,652
310,153,290
1065,123,37
518,96,494
491,214,40
558,123,756
384,124,758
799,167,228
442,65,336
355,94,246
315,160,529
676,118,834
439,91,535
398,60,208
481,175,569
773,153,258
489,110,549
687,128,588
702,117,439
626,143,810
212,81,181
539,93,583
425,160,490
532,34,125
286,136,370
682,169,455
417,122,699
368,144,484
625,175,178
311,74,130
283,164,174
362,95,386
253,180,145
676,101,384
842,67,146
374,136,747
790,136,203
474,113,750
485,69,240
417,87,652
631,125,607
303,184,120
697,171,196
502,113,665
384,119,756
500,128,1096
339,146,326
878,141,122
712,147,331
318,128,425
856,186,47
282,122,444
327,229,78
550,22,41
347,163,397
315,72,100
227,143,292
683,132,356
503,116,871
412,166,526
559,170,946
632,106,529
440,71,547
544,96,782
481,168,633
541,96,495
400,169,690
364,120,431
348,135,554
581,127,794
-7,127,40
737,78,136
406,125,726
554,149,833
863,179,156
591,31,89
629,118,647
823,138,297
371,138,477
774,52,149
605,187,348
360,177,325
767,142,264
447,132,1176
605,159,439
805,140,180
398,158,366
561,137,812
337,180,274
409,138,585
311,155,421
703,143,381
613,119,846
296,176,348
272,98,370
268,103,210
320,48,141
98,161,11
521,141,812
352,120,665
466,129,823
489,174,377
420,144,616
397,85,423
512,88,273
605,130,714
479,172,418
353,114,599
613,136,393
727,186,174
313,135,643
579,208,78
565,101,818
350,95,263
417,146,924
482,128,770
417,116,697
644,123,628
359,184,318
700,144,352
399,87,478
423,126,774
537,152,1033
413,153,266
474,187,472
313,148,609
614,179,312
858,81,41
390,68,365
795,178,156
523,96,489
437,94,583
461,176,326
353,127,529
348,146,318
297,114,426
487,86,504
602,144,669
345,82,211
241,143,160
545,68,245
395,15,43
460,182,560
476,139,1157
548,120,828
533,119,810
568,131,697
444,157,495
925,198,128
845,77,49
538,86,622
614,148,633
189,146,198
494,188,461
521,136,836
748,104,229
175,70,165
451,83,578
659,201,29
352,129,651
231,202,119
432,128,1310
715,118,382
408,170,327
621,84,513
112,72,88
884,166,102
359,147,450
626,189,367
700,119,417
432,204,156
527,123,710
406,150,1081
633,115,942
719,85,92
680,148,325
583,118,873
635,161,700
583,173,344
241,77,71
375,97,418
345,119,702
654,168,253
603,135,755
670,77,371
365,168,201
378,113,536
562,104,873
247,111,247
508,109,697
440,103,674
481,121,743
434,115,945
465,33,88
756,54,150
471,160,699
666,144,910
751,87,251
361,142,484
479,133,803
472,87,488
505,89,722
486,122,856
378,92,607
192,132,106
609,143,789
183,181,116
597,130,403
561,105,487
882,117,70
693,93,278
545,198,246
627,157,534
261,117,436
525,109,397
725,175,220
304,205,153
542,96,851
441,155,701
238,136,354
465,121,615
221,170,123
268,111,477
502,119,805
263,96,137
450,180,658
355,43,71
510,101,652
371,115,921
474,95,520
562,149,747
443,122,854
446,113,702
439,124,652
830,114,173
562,200,144
327,103,397
472,202,253
516,107,808
339,126,548
556,132,744
490,79,423
520,71,401
448,145,744
523,123,898
270,107,465
315,130,585
